id,author,date,network,source,state,text,title,url,x,y
georgia-peachtreetimes-664578427,Peach Tree Times,2024-08-01,Metric Media Network,Peach Tree Times,Georgia,"In July, eight Food and Cosmetics companies received eight FDA inspections in Georgia, according to the U.S. Food and Drug Administration (FDA). This was the highest number of inspections per type of company made by the FDA in Georgia, equalling 44.4% of all inspections in July.Of all the Georgia companies involved in Food and Cosmetics, Evol Nutrition Associates, Inc. received the most citations from the FDA in July. The FDA routinely inspects facilities across the nation to determine if the workplaces and their products are compliant with FDA-regulated laws and regulations implemented to improve overall public health. Inspection results are then disclosed publicly for businesses to consistently make smarter business decisions for the future.The FDA is a government agency primarily responsible for monitoring the manufacturing and distribution of human and animal drugs, biological products, medical supplies and tobacco products for safety quality, according to its website.FDA Inspections in Georgia During JulyProject AreaNo Action IndicatedVoluntary Action IndicatedOfficial Action IndicatedBioresearch Monitoring2----Blood and Blood Products11--Food Composition, Standards, Labeling and Econ--1--Foodborne Biological Hazards71--Human Cellular, Tissue, and Gene Therapies4----Monitoring of Marketed Animal Drugs, Feed, and Devices2----",FDA Inspection: What type of Georgia companies were under most scrutiny during July?,https://peachtreetimes.com/stories/664578427-fda-inspection-what-type-of-georgia-companies-were-under-most-scrutiny-during-july,4.8651996,12.885469
georgia-peachtreetimes-662825085,Peach Tree Times,2024-08-15,Metric Media Network,Peach Tree Times,Georgia,"State Representative Beth Camp (R-Concord), chair of the Intragovernmental Coordination Committee, has been selected by the Council of State Governments (CSG) to participate in the 2024 CSG Henry Toll Fellowship. The fellowship is a premier leadership development program for state officials, gathering 49 distinguished individuals from 34 states and U.S. territories across all three branches of state government.“I am deeply honored to be selected as a participant of the 2024 CSG Henry Toll Fellowship,” said Chairlady Camp. “Since 1986, this program has brought together leaders from across the nation, providing a unique opportunity for personal and professional growth. I am excited to join this distinguished group of individuals who, regardless of political affiliation or branch of government, share a common commitment to improving the lives of the people we serve. I look forward to the leadership training and chance to build lasting relationships with fellow leaders.”Since its inception in 1986, CSG annually convenes a new class of Henry Toll Fellows at its national headquarters in Lexington, Kentucky, for an intensive leadership boot camp. The sessions are designed to stimulate personal assessment and growth, empower leaders to collaborate and communicate more effectively, and provide nonpartisan networking opportunities.“While the CSG Henry Toll Fellows come from every region of our nation, from both political parties and all three branches of state government, they share one thing in common — they are all committed to improving the lives of the people they serve,” said CSG Executive Director/CEO David Adkins. “Toll Fellows are selected based on their demonstrated commitment to solve problems, work collaboratively to get things done, and their belief that state government can and must be a force for good.”Toll Fellows are nominated by their peers and selected by alumni of the program.“The selection committee looks for leaders who have already demonstrated excellence in public service but who also show promise for continuing to make a difference in the future,” Adkins added.The fellowship honors Henry Toll, founder of CSG and former Colorado state senator who initiated CSG's creation in 1933.“The Toll Fellows program brings together leading voices from across the country for conversation and shared experiences. While each cohort begins their journey with us in Lexington, the relationships and connections are forged for life,” said Lorna Patches, CSG director of leadership development. “We’re looking forward to growing the Toll Fellowship community.”There are over 1,400 graduates of the Toll Fellowship including four sitting state/territorial house speakers; eight sitting state supreme court justices; ten sitting members of Congress; three sitting governors; and more than 200 alumni currently serving as state/territorial legislators.For more information on the CSG Henry Toll Fellowship visit [link].",Rep. Beth Camp chosen for prestigious national leadership fellowship,https://peachtreetimes.com/stories/662825085-rep-beth-camp-chosen-for-prestigious-national-leadership-fellowship,-3.7719097,-6.3534904
georgia-peachtreetimes-665265409,Peach Tree Times,2024-10-16,Metric Media Network,Peach Tree Times,Georgia,"Today, Sen. Donzella James (D–Atlanta), Chairwoman of the Senate Standing Committee on Urban Affairs, expressed approval of a recent decision by Fulton County Superior Court Judge Robert McBurney. The judge's ruling halted the State Election Board's requirement for hand-counting ballots, describing it as ""too much, too late,"" while the court continues to deliberate on the issue.Earlier this month, on October 1, Sen. James and her Democratic colleagues convened a meeting of the Senate Committee on Urban Affairs to discuss election infrastructure. The session specifically addressed concerns regarding the Election Board's hand-count mandate, with input from Georgia voters and experts.Sen. Donzella James stated, ""This court ruling is an important first step toward eliminating an unfunded mandate that would gravely inconvenience Georgia voters, overburden our state’s poll workers, and add an unnecessary expense while we continue to prioritize balancing our state’s budget."" She further emphasized that their committee's efforts were pivotal in highlighting issues with the last-minute requirement and that public discussions contributed significantly to the court's decision.Further details about the ongoing court case are available.Sen. Donzella James represents Georgia's 35th Senate District, covering parts of Douglas and Fulton counties. She can be contacted at 404.463.1379 or via email at donzella.james@senate.ga.gov for more information.For media inquiries, please contact SenatePressInquiries@senate.ga.gov.",Fulton County judge halts election hand-count rule after committee discussions,https://peachtreetimes.com/stories/665265409-fulton-county-judge-halts-election-hand-count-rule-after-committee-discussions,6.2873306,-3.387984
georgia-peachtreetimes-661988572,Peach Tree Times,2024-07-22,Metric Media Network,Peach Tree Times,Georgia,"State Representative Robert Dickey (R-Musella), chairman of the House Agriculture and Consumer Affairs Committee, will co-host the 2024 Agricultural Issues Summit on Tuesday, August 27, 2024, at 9:30 a.m. in the Miller Murphy Howard Building at the Georgia National Fairgrounds and Agricenter in Perry, Georgia. Chairman Dickey will co-host the summit with State Senator Russ Goodman (R-Cogdell), chairman of the Senate Agriculture and Consumer Affairs Committee.“Co-hosting the 2024 Agricultural Issues Summit presents an exciting opportunity to address the crucial topics impacting agriculture in Georgia, our state’s number one industry,” said Chairman Dickey. “Each year, it is imperative for our agricultural leaders and stakeholders to convene, discuss and strategize on how to build on our successes and continuously enhance our agricultural sector. This summit aims to raise awareness about various challenges, including the loss of valuable farmland and to provide an overview of the state’s agricultural economy. It will also feature a DNR report on deer damage and an update from Commissioner Tyler Harper. By collaborating and sharing insights, we can ensure the continued growth and prosperity of Georgia’s agriculture industry. I look forward to hearing from Georgia’s experts and working alongside my legislative colleagues to develop innovative solutions that will elevate our state’s top industry.”The House Agriculture Committee expresses gratitude to Steven Shimp, Executive Director of the Georgia National Fairgrounds for helping host this event. Other generous event sponsors include the Georgia Farm Bureau, Georgia Agribusiness Council, Georgia Fruit and Vegetable Growers Association, Georgia Cattlemen’s Association, Georgia Forestry Association, Georgia Poultry Association, Georgia Green Industry Association and Urban Ag Council.",Dickey and Goodman to co-host Agricultural Issues Summit in Perry,https://peachtreetimes.com/stories/661988572-dickey-and-goodman-to-co-host-agricultural-issues-summit-in-perry,-4.219657,2.7149315
georgia-peachtreetimes-664578561,Peach Tree Times,2024-08-06,Metric Media Network,Peach Tree Times,Georgia,"In July, one Drugs company received an FDA inspection in Georgia, according to the U.S. Food and Drug Administration (FDA). This was the lowest number of inspections per type of company made by the FDA in Georgia, equalling 5.6% of all inspections in July. The FDA routinely inspects facilities across the nation to determine if the workplaces and their products are compliant with FDA-regulated laws and regulations implemented to improve overall public health. Inspection results are then disclosed publicly for businesses to consistently make smarter business decisions for the future.The FDA is a government agency primarily responsible for monitoring the manufacturing and distribution of human and animal drugs, biological products, medical supplies and tobacco products for safety quality, according to its website.FDA Inspections in Georgia During JulyProject AreaNo Action IndicatedVoluntary Action IndicatedOfficial Action IndicatedBioresearch Monitoring2----Blood and Blood Products11--Food Composition, Standards, Labeling and Econ--1--Foodborne Biological Hazards71--Human Cellular, Tissue, and Gene Therapies4----Monitoring of Marketed Animal Drugs, Feed, and Devices2----",FDA conducted lowest number of inspections on Drugs companies in Georgia during July,https://peachtreetimes.com/stories/664578561-fda-conducted-lowest-number-of-inspections-on-drugs-companies-in-georgia-during-july,4.4947076,13.948906
georgia-peachtreetimes-664834451,Peach Tree Times,2024-10-07,Metric Media Network,Peach Tree Times,Georgia,"The House Study Committee on Assessing the Semester and Quarter Systems at USG and TCSG Institutions is scheduled to convene its next meeting in Milledgeville. The session, led by State Representative Shaw Blackmon from Bonaire, will take place on Monday, October 21, 2024, starting at 10 a.m. The venue for this gathering is Georgia Military College.This meeting aims to continue discussions on the semester and quarter systems used by institutions within the University System of Georgia (USG) and the Technical College System of Georgia (TCSG). Interested parties can watch a livestream of the proceedings online.""WHO: Members of the House Study Committee on Assessing the Semester and Quarter Systems at USG and TCSG Institutions,"" states the announcement. ""WHAT: Study Committee Meeting,"" it continues, providing details about the event. ""WHEN: Monday, October 21, 2024,"" with a specific start time listed as ""10 a.m."" Finally, it notes ""WHERE: Georgia Military College,"" followed by the address at ""201 E Greene Street, Milledgeville, GA 31061.""The committee's work involves evaluating educational calendar systems across these institutions to determine their effectiveness and potential areas for improvement.",House study committee schedules meeting on educational calendar systems,https://peachtreetimes.com/stories/664834451-house-study-committee-schedules-meeting-on-educational-calendar-systems,-1.6873957,4.069218
georgia-peachtreetimes-662464319,Peach Tree Times,2024-08-07,Metric Media Network,Peach Tree Times,Georgia,"ATLANTA (August 7, 2024) — Sen. Nikki Merritt (D–Grayson) issued a statement following Georgia State Superintendent Richard Woods' decision to recognize AP African American Studies in the state catalog.“From the beginning, we knew that Woods was wrong. This reversal is more than just an administrative decision; it is a testament to the power of community involvement and advocacy. Parents, educators, students, and community leaders voiced their concerns and demanded a more inclusive educational framework. Their unwavering commitment and tireless efforts have shown that a community’s unity makes positive change possible.""Sen. Merritt expressed gratitude towards Rep. Dr. Jasmine Clark (D–Lilburn) for her collaboration in advocating for this cause: ""I am particularly grateful to my colleague, Rep. Dr. Jasmine Clark (D–Lilburn), for her outstanding collaboration. Her dedication and leadership were instrumental in our advocacy efforts. Together, we worked to amplify the voices from across the state who were affected by this wrongdoing.""Merritt emphasized the importance of including African American History in education: ""Today’s victory reinforces the significance of African American History in our educational system, ensuring that students across Georgia can learn about and appreciate the rich and diverse contributions of African-Americans to our society.""She also highlighted the need to address House Bill 1084's impact on education: ""It is vital that we use this momentum to focus on the lasting effects House Bill 1084 will have on our state’s education system, guaranteeing there will be no further misinterpretations of this legislation.”Sen. Nikki Merritt represents the 9th Senate District which includes portions of Gwinnett County.",Georgia superintendent reverses decision on AP African American studies,https://peachtreetimes.com/stories/662464319-georgia-superintendent-reverses-decision-on-ap-african-american-studies,3.0678947,-1.5276902
georgia-peachtreetimes-662108476,Peach Tree Times,2024-07-26,Metric Media Network,Peach Tree Times,Georgia,"State Representative Dar’shun Kendrick (D-Lithonia) recently attended the National Future Summit, a bipartisan conference for Gen Z and millennial lawmakers, in Washington D.C. During her visit, she met with U.S. Senator Raphael Warnock at his office to advocate for H.R. 2799, the Expanding Access to Capital Act.“My time in D.C. has been extremely productive,” said Rep. Kendrick. “I would like to thank Senator Warnock and his team for allowing me to speak on and advocate for the passage of H.R. 2799, a venture capital bill that would expand the number of investors from 250 to 600 and the assets under management (AUM) from $10 to $150 million for qualifying venture capital funds. Senator Warnock is one of my Georgia U.S. Senators who serves on the Senate Banking, Housing and Urban Affairs Committee, where this legislation was assigned.”Rep. Kendrick urges Georgians to contact their U.S. senator and ask them to support H.R. 2799 and request that the legislation be called for a vote in the U.S. Senate Banking, Housing and Urban Affairs Committee.“This legislation will tremendously help many emerging fund managers with access to capital and promote economic justice all around for those seeking to get into the private capital markets and build generational wealth,” added Rep. Kendrick. “I previously worked for two members of Congress as a Congressional Black Caucus Foundation, Inc., fellow, and now, as I go into my eighth term as member of the Georgia House of Representatives, I will continue to fight for not only criminal justice reform but economic justice reform on every level. If public policy has been used in the past to advance the wealth of others, public policy can be used again to make sure all Americans have access to generational wealth.”",Rep. Kendrick meets Sen. Warnock at National Future Summit,https://peachtreetimes.com/stories/662108476-rep-kendrick-meets-sen-warnock-at-national-future-summit,-6.91372,-3.4474833
georgia-peachtreetimes-662505644,C.D. Marsden,2024-08-09,Metric Media Network,Peach Tree Times,Georgia,"A representative of the Georgia Bankers Association (GBA) said that pending federal credit card regulations would negatively impact consumers by reducing competition and jeopardizing credit card security.The bill, S. 1838, or the “Credit Card Competition Act” (CCCA, S. 1838), would require banks to offer merchants at least two network options, one of which cannot be Visa or Mastercard, for processing credit card transactions. Opponents to the bill argue that if given the choice, retailers would likely choose cheaper, less secure networks for processing transactions, thereby exposing consumers to increased securities and fraud risks.  ""The Georgia Bankers Association strongly opposes the Credit Card Competition Act,"" Katina Weiss, GBA's marketing and communications manager, told Peach Tree Times. ""We believe it would harm consumers, reduce competition, and negatively affect banks.""""The bill would jeopardize credit card security by forcing banks to use potentially less secure networks, increasing the risk of fraud and compromising consumer data,"" said Weiss.Weiss shared a letter to Congressional leadership that her organization signed in September 2023 calling S. 1838 an ""anti-consumer, anti-competitive"" bill that is a ""cynical attempt by the largest global merchants and biggest grocery chains to obtain a subsidy for themselves at the expense of smaller competitors and consumers.""""Make no mistake: this bill was specifically written to deliver a major payday for big retail and big grocery at a time that these giant retailers have been getting even bigger, increasing their profits, and raising prices on American consumers,"" said the letter.Weiss said the GBA has communicated the organization's opposition to S. 1838 to both of Georgia's U.S. Senators, Jon Ossoff (D) and Raphael Warnock (D).She also said the legislation would ""jeopardize credit card security by forcing banks to use potentially less secure networks, increasing the risk of fraud and compromising consumer data.""Georgia ranked No. 3 in the country for per-capita credit card fraud reports in 2023, reported Peach Tree Times in April. Glenn Grossman, the Director of Research at financial advisory firm Cornerstone Advisors, concurred that if the CCCA is passed, it could lead to an increase in credit card fraud.“If the CCCA were to be approved, the routing of credit card transactions would move from a ‘single pipe’ to ‘multiple pipes’ of data flowing from merchants to issuers,” Grossman told Federal Newswire.“Today, card issuers depend on the networks to profile and identify fraud. They see all the transactions on their network and have developed fraud detection capabilities that would not be possible in a fragmented structure the CCCA would create,” Grossman said.Grossman added that Visa has invested billions on fraud detection.“The investment builds trust and in return consumers use their credit cards,” said Grossman. ""Zero liability means something to consumers. With the CCCA, it is possible that promise is gone.""In a report released in July 2023, “The True Impact of Interchange Regulation: How Government Price Controls Increase Consumer Costs and Reduce Security,” Grossman wrote that studies show 79% of consumers choose credit cards as a payment option because of their data security.Grossman said that, under the legislation, credit card authorizations would be allowed to flow across many “pipes” which would eliminate much of the “fraud fighting value that Visa and MasterCard have implemented.”The bill would not require new networks to provide fraud detection, Grossman explained.“It is expected these new networks would rather just route data, not ensure the authorization is legitimate. It is a fraudster’s dream come true!” he said.The Federal Trade Commission reported receiving 114,348 complaints of fraud in which the payment method was credit card in 2023. Those fraud complaints accounted for $246.1 million.The FTC also reported receiving 416,582 reports of credit card identity theft in 2023.The bill is currently pending before the Senate’s Committee on Banking, Housing and Urban Affairs.Where did your state rank in 2023 rank for credit card reports per capita?Source: WalletHub / Federal Trade Commission dataStateCredit Card Fraud Reports per CapitaFlorida22.01District of Columbia21.76Georgia19.59Nevada18.3California16.08Delaware15.95Pennsylvania15.06Texas13.37Maryland13.05South Carolina12.79New York12.65Louisiana12.51New Jersey12.46Illinois12.44Arizona11.21Alabama10.62Massachusetts10.01Michigan9.52North Carolina9.52Connecticut9.41Mississippi8.98Virginia8.95Ohio8.86Colorado7.78Rhode Island7.77Indiana6.95Tennessee6.68Nebraska6.09Kansas6.04Washington5.8Arkansas5.75Missouri5.66Oregon5.53New Hampshire5.48Wisconsin5.41Utah5.08Minnesota5Oklahoma4.89Hawaii4.8Iowa4.69Kentucky4.3New Mexico4.29North Dakota4.22Idaho4.02Wyoming3.82Maine3.78Montana3.76Alaska3.64West Virginia3.63Vermont3.49South Dakota3.33","Georgia Bankers Association: Federal credit card regulations 'would harm consumers, reduce competition, and negatively affect banks'",https://peachtreetimes.com/stories/662505644-georgia-bankers-association-federal-credit-card-regulations-would-harm-consumers-reduce-competition-and-negatively-affect-banks,7.000268,5.1378746
georgia-peachtreetimes-663896041,Peach Tree Times,2024-08-31,Metric Media Network,Peach Tree Times,Georgia,"Georgia's Attorney General Chris Carr stated that the Supreme Court of the United States (SCOTUS) upheld Arizona’s proof-of-citizenship voting law and expressed his support for this ""commonsense provision"" alongside 23 other attorneys general. Carr made his statement in an August 22 post on X.""SCOTUS has upheld AZ's law that requires proof of citizenship for voter registration,"" said General Chris Carr. ""The Democrats require IDs to get in their convention but don't want them at the polls. We're proud to have joined 23 AGs defending this commonsense provision.""The SAVE Act bill mandates that individuals must provide documentary proof of U.S. citizenship to register for federal elections. It prohibits states from processing voter registration applications without such proof. According to Congress.gov, states must also take proactive measures to ensure that only U.S. citizens are registered and remove noncitizens from voter lists. Additionally, the bill allows for private legal action against election officials who fail to enforce these requirements and establishes criminal penalties. The Election Assistance Commission must issue implementation guidance within 10 days.In Georgia, voter citizenship is verified through Real ID documentation already on file with the state. If these documents are insufficient, additional verification is conducted using the federal Systematic Alien Verification for Entitlements database. According to the Georgia Secretary of State, voters who cannot prove their citizenship through these methods must provide proof to election officials.Carr was appointed as Georgia's attorney general by then-Governor Nathan Deal in 2016 and was re-elected in November 2022. Since taking office, he has focused on addressing issues such as human trafficking, gang activity, and opioid misuse, including the establishment of the state's first Human Trafficking Prosecution Unit and Gang Prosecution Unit. Additionally, Carr previously served as commissioner of the Georgia Department of Economic Development, during which Georgia was recognized as the top state for business, with substantial investment and job creation.",Georgia State AG Chris Carr: 'Proof of citizenship for voter registration' is a 'commonsense provision',https://peachtreetimes.com/stories/663896041-georgia-state-ag-chris-carr-proof-of-citizenship-for-voter-registration-is-a-commonsense-provision,8.069224,-0.4059763
